96c43e4c21df692f7d17a9cc4dedd171e583cd9b,2014-01-08 06:15:05,2527,1088
58f77330ef9f092c3e2fc82a33cdff927031a1bd,2014-01-03 15:00:13,2527,1088
d6fa9285c16af6d63e2a4fe6b258dc41337a8b06,2014-01-03 14:56:27,2523,1088
42ec324c8fafb029f789eeae7f155c821b475ae5,2014-01-03 14:50:46,2524,1088
16ffa430a111dc293cd9ed899ecf9da3729f58bd,2013-12-06 21:19:54,2509,1074
32fc1976c0af44abaee2a3c7c5fde8321fda5aa2,2013-12-03 17:34:07,2506,1074
625a5e1a7e0aea559c4f8a27ad5fe80e2831de29,2013-12-03 17:32:19,2506,1074
5448386b2032d22dd5a2cd0ec93460de7cd42f21,2013-12-02 23:26:25,2453,1074
e4a68c9e49f5f177e9488afde189710a835f035e,2013-12-02 23:22:32,2451,1074
99c1149affebf347ce13775129c015c010046f07,2013-11-08 16:42:19,2450,1074
ff6a093981a36df0a1a066dfbf137941ce2129d6,2013-11-07 21:52:48,2450,1074
c4b345f14c33d66a7e35606315a32fbf46721ea3,2013-11-07 16:43:00,2448,1074
b1141207419f69068ba29064f02f9aea28842c21,2013-11-07 00:13:16,2539,1110
b626d1239557c616d053b101b2adfc33236470b8,2013-11-05 15:43:29,2476,1124
b60aa6f0f1a1f4ac347b47a3596fa1ba497113a9,2013-11-05 15:04:48,2476,1124
da16eada83dd0eb2771d3c388b132359ff42f7b5,2013-11-05 15:04:03,2480,1124
5cc298e8af87c4521da33168ce438776103e96ed,2013-11-05 15:03:02,2477,1121
411edae06129af7816e37cd7904869e6e45618d2,2013-11-05 14:40:28,2477,1121
48fb97b4efae2da79342c10570af3d202a16f673,2013-11-05 14:09:57,2456,1101
257c235661b135ce783b7abd1020d0588ff3a838,2013-11-04 19:34:54,2449,1101
397e56dabe78935f0b5014c967037badcbfd12cd,2013-11-04 18:54:10,2449,1101
512b2e8df13f5cd2dc107ee6d39074a97337e874,2013-11-04 18:13:59,2439,1101
25243109da851bf0292bf044136670664f64480e,2013-11-04 18:13:59,2438,1101
207b76a880913f9e3ffb2c9f4921d50226563139,2013-11-04 18:13:59,2441,1101
0be4e2b9446ccac052a8e74e57fe6d7444dcc231,2013-04-23 03:13:55,2406,1101
f8bfbd28208bf6008fa61edb7fbbe7c7386b2c93,2013-04-23 03:13:36,2406,1101
642227daa72f26321812ce790ab6fab499079489,2013-04-23 03:01:59,2406,1101
8a7123706f211669d464071b827c0895d7585dc2,2013-04-15 16:46:54,2407,1101
3aa093391b5e38c3d0b37b8465c5f197c463f0b1,2013-04-15 15:30:49,2405,1101
2ab776c3a5aacc8469e943062e37d043e5917b57,2013-01-31 15:47:37,2308,1012
7b4c1bf7ce2538c8c869e9c0821a216d0a810ca2,2013-01-17 15:48:29,2306,1012
af935e3441f1864636d9eccaa7d4a8fef22a065a,2012-12-31 21:53:51,2306,1012
a5d01995417b76ecf913591c0c44d8d6e2202489,2012-12-31 21:23:48,2306,1012
f6496c8c38408c92ccd456ba4b5045546f6e7787,2012-12-28 21:58:52,2308,1012
3cdb300ccba593d87b7c50c77ba85c78a05345ef,2012-12-28 21:45:18,2329,1012
320ae73475422af4fa5f1af1a953497b1de41283,2012-12-28 21:41:52,2325,1012
381aca9feb75cb1d8da38a3bfec0c15ba30489ed,2012-12-28 03:32:06,2328,1012
f8eb6e8f3887fd9890db8d4c02b832b1586cd965,2012-12-28 03:28:54,2327,1012
49de778abb943bbb5dec3ba5e8f64dcc3d0a89f1,2012-12-28 03:13:59,2331,1012
d5bf677431d39993db0ea58bba2c94f04b6f0c4d,2012-12-27 23:41:08,2376,1012
a8b6a96a83df69bde10ac4d0f4964aefd1549f04,2012-12-27 21:27:15,2377,1012
0d8b00fa6716029bad48030af1da2a9267f4e869,2012-12-27 21:26:46,2383,1012
66020162c8983c076c5eed1ac9a4986c135e799c,2012-12-27 20:13:46,2376,1012
740fd72d26f0813bc0abbd6de377583166a106ad,2012-12-27 20:10:09,2375,1012
9075d25b861564efab16766082b48de39e59f0c9,2012-12-27 20:07:45,2375,1012
eb6ceb8b144d7d24d17146efa7654a586caa1ded,2012-12-27 20:01:01,2376,1012
b9701d58f5d75e627760b5dee41d549749ce53d8,2012-12-27 19:52:01,2393,1012
eee8d695fcf62e10c6f0b8649eb1ec92ec1830c4,2012-12-27 19:06:20,2383,1002
51eec96abc2129ed0f9f6161e5e386cccf5ad870,2012-12-16 07:24:15,2340,962
3fea961f0614050676c295dff2d9d8ea2240ca91,2012-12-06 18:13:23,2314,962
c09c7f54a3be7c9e65bef71948d922311b49c8d7,2012-12-06 16:20:46,2346,998
e0edb356ae21cb4999e6b1cbc5cbe5e79106ed40,2012-12-06 15:47:36,2334,989
9fb00529d4aac44336641b53655747ea4d678e19,2012-09-22 21:12:40,2330,988
26dfacd8beff5a9bc418491ad6bcf5336e20917f,2012-09-22 21:12:16,2324,988
658f9e051fc5d6654f18911e8e8dede9e0a70dc8,2012-09-22 20:34:15,2306,978
85014a4f6c7617b69f5b5b7449129b86f955fbf3,2012-09-22 20:34:15,2304,978
8b19e0ef2338f556fe3df4bd69ee00e8a478ac5b,2012-09-10 22:42:34,2291,965
afc6e0f1b16052dd57928e6418c48899a5d7b7f1,2012-09-10 21:56:09,2291,965
0ea95746a8d64b434389832d5daf3bb37ff83a59,2012-09-10 21:50:17,2291,965
a5dbb708d74f0999b674a3067204d9dae684f38b,2012-09-10 21:07:32,2257,941
1159c236efd1cfb55e10cf1993d80731a256f587,2012-09-10 17:11:14,2253,940
7489f70790d63140e7b75460f4f5ff2207843ca7,2012-09-10 17:07:33,2253,940
fea239fb3c4c75d4b1e93fe36f748754247f72f4,2012-09-10 17:05:43,2253,940
f41bbb1f66612710af97b164db5636b59febd194,2012-09-10 17:05:28,2253,940
2bc29ec6087eba00ece331a5972286c78cd72789,2012-09-10 16:58:08,2254,940
e45bbb3e879b960635bd05a59f0b1561dfed4e21,2012-09-10 16:51:37,2253,940
dc6cdf1ae6a323c18ea1141d9a322ad87a512d8b,2012-09-10 16:28:09,2254,940
